label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.26485756039619446,1.0363198518753052,-4.274575076124165e-07,0.3411249816417694,0.9759333729743958,-0.020306050777435303,0.3893332779407501,0.8827688694000244,-0.023937126621603966,0.39674466848373413,0.7924865484237671,-0.02940358594059944,0.4105952978134155,0.7301497459411621,-0.03007350116968155,0.33664268255233765,0.8160380721092224,0.005923636257648468,0.34701091051101685,0.7601388096809387,-0.022257503122091293,0.3474229574203491,0.8305259346961975,-0.03684145584702492,0.3445492386817932,0.8537256717681885,-0.04399745538830757,0.28221622109413147,0.8190513253211975,0.002784323412925005,0.2891591787338257,0.769201934337616,-0.026967111974954605,0.2963174879550934,0.8496262431144714,-0.03409897908568382,0.29245173931121826,0.8633423447608948,-0.034641239792108536,0.2304428517818451,0.8360176682472229,-0.006459682714194059,0.2339693307876587,0.778423547744751,-0.04144557565450668,0.24751096963882446,0.8595670461654663,-0.02952912449836731,0.24561861157417297,0.8814634084701538,-0.014689359813928604,0.1768665313720703,0.8604399561882019,-0.017229758203029633,0.1806807965040207,0.8223490715026855,-0.036445360630750656,0.1956300139427185,0.8728451728820801,-0.022582566365599632,0.19337503612041473,0.8932304978370667,-0.008278382942080498
A,0.2767109274864197,0.9927842020988464,-1.4361729938627832e-07,0.34312811493873596,0.944025993347168,-0.02619292587041855,0.3881000876426697,0.8461205363273621,-0.03261721506714821,0.3992080092430115,0.7558205723762512,-0.03796590119600296,0.4030272364616394,0.6901955604553223,-0.03781788796186447,0.3348678648471832,0.7661105394363403,-0.002524943556636572,0.3440134823322296,0.7174752354621887,-0.028961488977074623,0.34714096784591675,0.7798386216163635,-0.03936266154050827,0.3395863175392151,0.7982609868049622,-0.04259742051362991,0.28281933069229126,0.7674782276153564,-0.0015015230746939778,0.2932230532169342,0.7136402130126953,-0.027269309386610985,0.30095863342285156,0.7924114465713501,-0.028769945725798607,0.29067912697792053,0.8026577234268188,-0.02398443967103958,0.23246614634990692,0.7841914296150208,-0.006814644206315279,0.23595893383026123,0.7271022200584412,-0.03902100771665573,0.2512412965297699,0.8030698299407959,-0.025765182450413704,0.24493151903152466,0.8187693357467651,-0.009264068678021431,0.1826595813035965,0.8120226860046387,-0.013798883184790611,0.18543502688407898,0.767744779586792,-0.03389270231127739,0.20233219861984253,0.814475417137146,-0.020640775561332703,0.19963589310646057,0.832615077495575,-0.005310778506100178
A,0.26723623275756836,0.9524634480476379,-2.0959447510904283e-07,0.3374854028224945,0.9039899706840515,-0.023761028423905373,0.38480108976364136,0.8094135522842407,-0.029747016727924347,0.4004794955253601,0.7188283205032349,-0.03551871329545975,0.4037257730960846,0.6517835855484009,-0.035588257014751434,0.3396388292312622,0.7274071574211121,0.002454527886584401,0.3472677171230316,0.6704568862915039,-0.024444574490189552,0.3499566316604614,0.735288679599762,-0.035207659006118774,0.342581182718277,0.7587433457374573,-0.03795221075415611,0.2882894277572632,0.7266339659690857,0.002625667257234454,0.29880592226982117,0.6672634482383728,-0.022962648421525955,0.30580034852027893,0.7458352446556091,-0.024544941261410713,0.2951529622077942,0.7581161260604858,-0.019369620829820633,0.23722058534622192,0.741474449634552,-0.0036652320995926857,0.242605060338974,0.6795922517776489,-0.03473871201276779,0.2578704357147217,0.7523219585418701,-0.020577723160386086,0.2505377233028412,0.7679890394210815,-0.0034005676861852407,0.18559327721595764,0.7670949697494507,-0.011607666499912739,0.19124040007591248,0.7155433297157288,-0.02990320697426796,0.21011364459991455,0.7621632218360901,-0.015001852065324783,0.20830696821212769,0.781688392162323,0.0015085783088579774
A,0.26613104343414307,0.9119160175323486,-1.9128761152842344e-07,0.3392641246318817,0.8639652729034424,-0.02414746582508087,0.38910821080207825,0.769565999507904,-0.029181301593780518,0.39896148443222046,0.6760901808738708,-0.033646419644355774,0.40369826555252075,0.6088161468505859,-0.03220890089869499,0.3407989740371704,0.68831866979599,0.0018467222107574344,0.34557002782821655,0.6287335753440857,-0.02313692681491375,0.34767770767211914,0.6928642988204956,-0.031398624181747437,0.34240302443504333,0.7123693823814392,-0.03286866098642349,0.289215087890625,0.6869427561759949,0.002704469719901681,0.2958093285560608,0.6229142546653748,-0.021998770534992218,0.3033965229988098,0.701858401298523,-0.022211512550711632,0.2947964668273926,0.7135581970214844,-0.015994222834706306,0.23922915756702423,0.7011518478393555,-0.0027546128258109093,0.24063661694526672,0.6347735524177551,-0.03327406942844391,0.2567247152328491,0.7117250561714172,-0.0182061567902565,0.25115928053855896,0.7304778695106506,-0.0001355319400317967,0.18837136030197144,0.725019633769989,-0.009941230528056622,0.1910841464996338,0.6729505658149719,-0.02780417911708355,0.20916959643363953,0.7177227139472961,-0.013680649921298027,0.20761609077453613,0.7359865307807922,0.00229919096454978
A,0.265741765499115,0.8749802112579346,-2.1355178603243985e-07,0.3393358588218689,0.8269553184509277,-0.023131532594561577,0.3904387056827545,0.7379299998283386,-0.028452225029468536,0.4015027582645416,0.6463584303855896,-0.033467963337898254,0.4082011282444,0.5811212658882141,-0.03262709826231003,0.3413928151130676,0.6521676778793335,0.002339970087632537,0.34866681694984436,0.5973650217056274,-0.023833736777305603,0.3492859899997711,0.6635454893112183,-0.033608537167310715,0.3427966833114624,0.6821500062942505,-0.036300573498010635,0.2909162640571594,0.651091456413269,0.002245442708954215,0.2995983958244324,0.5906100273132324,-0.024532102048397064,0.3058733642101288,0.6712093353271484,-0.026503494009375572,0.2966512143611908,0.6825045943260193,-0.021420346572995186,0.24197477102279663,0.6655436158180237,-0.004000400193035603,0.2447906881570816,0.6002692580223083,-0.036057934165000916,0.25859975814819336,0.6777836680412292,-0.02173646166920662,0.2511636018753052,0.6949371695518494,-0.004119324032217264,0.19101667404174805,0.689243495464325,-0.011823100969195366,0.19668902456760406,0.6416712403297424,-0.030806275084614754,0.21343955397605896,0.6880172491073608,-0.01724475622177124,0.20969250798225403,0.7039044499397278,-0.001627886900678277
A,0.26801422238349915,0.8439503908157349,-2.0430653080438788e-07,0.3404698669910431,0.7990171313285828,-0.027062678709626198,0.3922383189201355,0.7111054062843323,-0.033498093485832214,0.40381842851638794,0.6199671626091003,-0.03876616433262825,0.40802818536758423,0.5534738898277283,-0.03791356459259987,0.34432855248451233,0.6177356243133545,0.0005830993759445846,0.35120058059692383,0.5682966709136963,-0.02709134668111801,0.35038140416145325,0.6349278092384338,-0.03752485290169716,0.34353289008140564,0.6521419882774353,-0.040501922369003296,0.29401710629463196,0.6159177422523499,0.0017703011399134994,0.30278176069259644,0.558550238609314,-0.027870820835232735,0.30847853422164917,0.6432973146438599,-0.030772477388381958,0.3000515401363373,0.6551209688186646,-0.025199610739946365,0.24522241950035095,0.6306485533714294,-0.0036446992307901382,0.24830235540866852,0.5699368119239807,-0.03857672959566116,0.262004017829895,0.6500926613807678,-0.024670416489243507,0.2552357017993927,0.6658996939659119,-0.00632920116186142,0.1944679319858551,0.6556183695793152,-0.010916597209870815,0.20013833045959473,0.6105253100395203,-0.03217262402176857,0.2171487808227539,0.6590354442596436,-0.01906968094408512,0.21430490911006927,0.6733198165893555,-0.003073962638154626
A,0.2693290710449219,0.8154416680335999,-2.2319535730730422e-07,0.34115007519721985,0.775794506072998,-0.027622252702713013,0.3936108946800232,0.6900107860565186,-0.034577205777168274,0.4046792685985565,0.59806227684021,-0.04010695219039917,0.40781092643737793,0.5300993323326111,-0.03961159288883209,0.34765398502349854,0.59746915102005,-0.0009018645505420864,0.35262009501457214,0.5421724915504456,-0.030978171154856682,0.35222169756889343,0.606910228729248,-0.04268352687358856,0.34877917170524597,0.6332566738128662,-0.04513216018676758,0.297972708940506,0.5939894318580627,0.0007878397009335458,0.30543944239616394,0.5312442779541016,-0.029705198481678963,0.3105851113796234,0.6171306371688843,-0.03154226019978523,0.30572909116744995,0.636770486831665,-0.024253331124782562,0.24908052384853363,0.606545090675354,-0.004361820872873068,0.25209712982177734,0.5411773920059204,-0.04021366685628891,0.26405492424964905,0.6233997941017151,-0.02480878122150898,0.259699285030365,0.644315779209137,-0.004566174931824207,0.19771155714988708,0.6311299800872803,-0.011371190659701824,0.20456379652023315,0.5842525362968445,-0.03320318087935448,0.22010433673858643,0.6364896297454834,-0.019087666645646095,0.21742305159568787,0.6537561416625977,-0.0018564224010333419
A,0.2719413936138153,0.795723557472229,-2.59500865240625e-07,0.3428023159503937,0.7614916563034058,-0.027959885075688362,0.3958086371421814,0.6730762720108032,-0.03429759293794632,0.4069530963897705,0.5802065134048462,-0.03865771368145943,0.4080953299999237,0.5138685703277588,-0.03677457943558693,0.3521180748939514,0.5781094431877136,-0.0032318064477294683,0.3569502830505371,0.5250104069709778,-0.03278670087456703,0.3545113205909729,0.5915187001228333,-0.043402332812547684,0.3494451642036438,0.6157740950584412,-0.04530291631817818,0.3020711839199066,0.5733028054237366,-0.0011771528515964746,0.308956503868103,0.5128028392791748,-0.031557559967041016,0.31297823786735535,0.6002228856086731,-0.03218794986605644,0.30807238817214966,0.6177030205726624,-0.024060215801000595,0.25260961055755615,0.5844352841377258,-0.0057337963953614235,0.25542503595352173,0.5224728584289551,-0.041761696338653564,0.2681712210178375,0.6071358919143677,-0.025281613692641258,0.264776349067688,0.6278089880943298,-0.0043607549741864204,0.2005194127559662,0.6064057946205139,-0.012125268578529358,0.2074594497680664,0.5604570508003235,-0.03418789058923721,0.2245027869939804,0.6153579354286194,-0.01947920024394989,0.22377663850784302,0.6329158544540405,-0.0017945850268006325
A,0.27326729893684387,0.7779468297958374,-2.786936761367542e-07,0.3451930582523346,0.7445167899131775,-0.02712709829211235,0.39795640110969543,0.6595014929771423,-0.03279409185051918,0.40861421823501587,0.5677878856658936,-0.036562979221343994,0.41011762619018555,0.5012803077697754,-0.034704312682151794,0.3553094267845154,0.5666298866271973,-0.002547470387071371,0.35948440432548523,0.5107577443122864,-0.03127623721957207,0.3557260036468506,0.5742961168289185,-0.0419749952852726,0.350814551115036,0.6024585962295532,-0.04380534961819649,0.30549517273902893,0.5607342720031738,-0.00021725498663727194,0.3118867576122284,0.49823588132858276,-0.030999356880784035,0.31479009985923767,0.5840044617652893,-0.0327763631939888,0.3111564815044403,0.6086015701293945,-0.0248015895485878,0.256197988986969,0.569555401802063,-0.0041789766401052475,0.25757482647895813,0.506105363368988,-0.04084723815321922,0.269781231880188,0.5902985334396362,-0.02620958909392357,0.26850101351737976,0.6174433827400208,-0.005676150321960449,0.2040347307920456,0.5900108218193054,-0.009727046824991703,0.20997871458530426,0.5405670404434204,-0.033392492681741714,0.22735539078712463,0.5972588658332825,-0.02000391110777855,0.2291354537010193,0.6206777095794678,-0.0024981123860925436
A,0.2741529941558838,0.7636465430259705,-2.788505923945195e-07,0.34591227769851685,0.7310343384742737,-0.026691798120737076,0.3990236520767212,0.6447813510894775,-0.031583789736032486,0.40897345542907715,0.5537623167037964,-0.03437536954879761,0.41131067276000977,0.4891114830970764,-0.03144880384206772,0.35736873745918274,0.5548070669174194,-0.00405487697571516,0.36114418506622314,0.495547354221344,-0.032778605818748474,0.35779646039009094,0.560073733329773,-0.04357881471514702,0.35354453325271606,0.5893896222114563,-0.04544280469417572,0.30711570382118225,0.5482912063598633,-0.0014712481060996652,0.3123263716697693,0.48554328083992004,-0.031607769429683685,0.31630584597587585,0.5707399845123291,-0.03340616449713707,0.3129853904247284,0.5953125953674316,-0.02581397444009781,0.2578563690185547,0.5564547777175903,-0.005047904793173075,0.25949448347091675,0.49339690804481506,-0.040731243789196014,0.27234217524528503,0.5775396823883057,-0.026474056765437126,0.271587073802948,0.6041722893714905,-0.0065424260683357716,0.20637807250022888,0.5755963325500488,-0.01020036917179823,0.21318647265434265,0.5272712707519531,-0.032953862100839615,0.2301557958126068,0.5829433798789978,-0.019863074645400047,0.2316468060016632,0.6051666140556335,-0.002853049198165536
